SMILES,Tg,FFV,Tc,Density,Rg
*c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(-c5nnc(*)c6c(-c7ccccc7)c(-c7ccc8ccccc8c7)c(-c7ccc8ccccc8c7)c(-c7ccccc7)c56)cc4)cc3)cc2)cc1,,0.39742985,,,
*N=P(*)(Oc1ccc(C)cc1)Oc1ccc(C)cc1,,0.39264145,,,
*/C=C/C1CCC(*)C1,,,0.2603333333333333,,
*CC(*)c1cccc(-c2ccc(-c3ccccc3)cc2)c1,,,0.1956666666666666,,
*CC(*)C(=O)C(C)C,,,0.203,0.886596201,12.63604574
*OC(=O)c1ccc(N=Nc2ccc(C(=O)OC3COC4C(*)COC34)cc2)cc1,,0.35808986,,,
*Oc1ccc2ccc(Oc3ccc(C(=O)Nc4ccc(Oc5ccc(C(C)(c6ccccc6)c6ccc(Oc7ccc(NC(=O)c8ccc(*)cc8)cc7)cc6)cc5)cc4)cc3)cc2c1,,0.36558414,,,
*C(=O)Nc1ccc(NC(=O)c2ccc3c(c2)C(=O)N(c2ccc(-c4sc(-c5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)c(-c5ccccc5)c4-c4ccccc4)cc2)C3=O)cc1,,0.39311004,,,
*Oc1ccc(Oc2ccc(C(=O)Nc3ccc(Oc4ccc(S(=O)(=O)c5ccc(Oc6ccc(NC(=O)c7ccc(*)cc7)cc6)cc5)cc4)cc3)cc2)cc1,,0.35742127,,,
*Nc1ccc(C(c2ccc(NC(=O)c3ccc(C(c4ccc(C(*)=O)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)(P2(=O)Oc3ccccc3-c3ccccc32)P2(=O)Oc3ccccc3-c3ccccc32)cc1,,0.36717844,,,
*CCOCCOCCOCCOCCOC(=O)CCSCCC(=O)O*,,0.34968925,,,
*Cc1ccccc1CSS*,,0.39101963,,,
*c1nc(-c2ccccc2)nc(N(CCCCN(*)c2ccccc2)c2ccccc2)n1,,0.38631994,,,
*CCCCCCCOc1ccc(-c2ccc(O*)c3ccccc23)c2ccccc12,,0.3642299,,,
*Oc1cccc(NC(=O)CCCCCCCCC(=O)Nc2ccc(*)cc2)c1,,0.34695098,,,
*Nc1c(C)c(C)c(NC(=O)c2ccc(C(*)=O)cc2)c(C)c1C,205.6552433,,,,
*CCCCNC(=O)c1ccc(C(=O)N*)c(Oc2ccccc2)c1,,0.33751561,,,
*c1ccc(Sc2ccc(Sc3ccc(Sc4ccc(S(*)(=O)=O)cc4S(=O)(=O)O)cc3)cc2)c(S(=O)(=O)O)c1,,0.37255612,,,
*c1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(C4(*)NC(=O)c5ccccc54)cc3)cc2)cc1,,0.36254131,,,
*CC(*)(C#N)C(=O)OCC,,0.35400751,0.1805,1.034280592,15.74241811
*CC(CCC)C(CCC)COC(=O)c1ccc(C(=O)O*)cc1,,0.35986074,,,
*Oc1ccc(NC(=O)c2cc(C(=O)Nc3ccc(Oc4ccc(C5(c6ccc(*)cc6)CC6CCC5C6)cc4)cc3)cc(C(C)(C)C)c2)cc1,,0.37881264,,,
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3C(F)(F)F)cc2)cc1,,0.37524227,,,
*CC(*)(C)C(=O)OCCCCC,,0.37286152,0.1895,0.917921435,11.58525278
*Nc1ccc(C(C)(CCc2ccccc2)c2ccc(N*)cc2)cc1,,0.35015139,,,
*C=Cc1c(OC(=O)c2ccc(C(=O)Oc3ccc4ccccc4c3C=Cc3cccc(*)n3)cc2)ccc2ccccc12,,0.36780539,,,
*C(=O)Nc1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,,0.34372152,,,
*C1CCC(CC2CCC(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)CC2)CC1,,0.36947651,,,
*CCCCCCNC(=O)CC/C=C/CCC(=O)N*,,,0.278,,
*OC(C)CCOC(=O)c1cccc(C(*)=O)c1,-42.28619333,,,,
*CC(*)(CC(=O)OCC(C)C)C(=O)OCC(C)C,,0.38664522,,,
*Nc1ccc(Sc2ccc(N*)cc2)cc1,,0.34614089,,,
*NCC(C)CN*,,0.31971706,,,
*C(=O)c1ccc2c(c1)C(=Nc1cccc(N=C3OC(=O)c4ccc(*)cc43)c1)OC2=O,246.6584182,,,,
*Oc1ccc(NC(=O)/C=C/c2ccc(/C=C/C(=O)Nc3ccc(*)cc3)cc2)cc1,,0.33908362,,,
*CCNC(=O)CCCCCCCC(=O)NCCNC(=O)C(=O)N*,112.5256843,,,,
*CCc1cc(C)c(*)cc1C,,0.39678497,,,
*SCC(=O)NN=Cc1ccc(OCCCCCCCCCCOc2ccc(C=NNC(=O)CSc3nnc(*)s3)cc2)cc1,,0.36696758,,,
*CCCCCCCCN1C(=O)c2ccc(-c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3)cc2C1=O,,0.34909907,,,
*O[Si](*)(CCCOCCOCCOCCOC)CCCOCCOCCOCCOC,,0.36549731,,,
*OC(=O)NC1CCC(CC2CCC(NC(=O)OC3CC4CC(*)CC(C3)O4)CC2)CC1,,0.35624612,,,
*/C=C/c1ccc(Oc2ccc(-c3ccc(-c4ccc(-c5ccc(Oc6ccc(/C=C/c7ccc8c(c7)c7cc(*)ccc7n8CC(CC)CCCC)cc6)c(C(F)(F)F)c5)cc4)cc3)cc2C(F)(F)F)cc1,187.4626146,,,,
*CC(*)OC,,0.36080303,0.2614999999999999,0.965989074,16.476876
*Oc1c(C)cc(-c2cc(C)c(OC(=O)CCCCCCCCC(*)=O)c(C)c2)cc1C,,0.36469857,,,
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7)cc6C5=O)cc4)cc3)cc2)cc1,,0.36893387,,,
*Nc1ccc([C@H](CCCCCC)c2ccc(CCc3ccc([C@@H](CCCCCC)c4ccc(N*)cc4)cc3)cc2)cc1,,0.36359418,,,
*Nc1ccc(C2(c3ccc(N*)cc3)C=CC(c3ccccc3)=CC2)cc1,,0.35269546,,,
*Oc1ccc(S(=O)(=O)c2cccc3c(S(=O)(=O)c4ccc(Oc5c(C)cc(-c6cc(C)c(*)c(C)c6C)c(C)c5C)cc4)cccc23)cc1,300.6954413,,,,
*c1ccc2c(c1)C(=O)N(c1ccc(C(C)(C)c3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2=O,,0.40114484,,,
*CC(*)(C)C(=O)OCC(=O)N1CCCC1,,0.33084137,,,
*Nc1ccc(-c2ccc(N*)c(-c3ccc(C(C)(C)C)cc3)c2)cc1,,0.35848188,,,
*Oc1ccc(Oc2ccc(C(=O)Nc3ccc(Oc4ccc(-c5ccc(Oc6ccc(NC(=O)c7ccc(*)cc7)cc6)cc5)cc4)cc3)cc2)cc1,165.0428244,,,,
*C/C=C\C[Si](*)(C)c1ccccc1,,0.37739733,,,
*Sc1ccc2c(c1)Sc1ccc(*)cc1S2,,0.40790715,,,
*C=Nc1ccc(C(=O)OCCCCOCCCCOCCCCOC(=O)c2ccc(N=Cc3ccc(*)s3)cc2)cc1,,0.36455788,,,
*Oc1ccc(C2(c3ccc(Oc4ccc(C(=O)c5cccc(C(=O)c6ccc(*)cc6)c5)cc4)c(C)c3)c3ccccc3-c3ccccc32)cc1C,,0.3968899,,,
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(c4ccc(*)cc4)C(C)C)cc3)cc2)cc1,,0.38318487,,,
*CC(C)(CO*)COCC(F)(F)C(F)(F)C(F)(F)F,,0.35888622,,,
*CC(*)c1ccccc1C,,,0.1903333333333333,0.876818696,11.81194142
*Nc1ccc(-c2ccc(N*)c(C(c3cc(-c4ccc(N)cc4)ccc3N)(c3cc(-c4ccc(N)cc4)ccc3N)c3cc(-c4ccc(N)cc4)ccc3N)c2)cc1,,0.34585373,,,
*C=CC1CC(*)C2C(=O)N(c3cccc(Br)c3)C(=O)C12,,0.39327609,,,
*CCCCCCCCOc1ccc(CCc2ccc(O*)cc2C)cc1,,0.37561448,,,
*CCN(CCOC(=O)c1ccc([Si](C)(C)c2ccc(C(=O)O*)cc2)cc1)c1ccc(C=Cc2ccc([N+](=O)[O-])cc2)cc1,,0.3656424,,,
*Oc1cccc(Oc2cccc(*)c2)c1C#N,,0.37237337,,,
*c1cccc(P(C)(=O)c2cccc(N3C(=O)c4ccc(NC(=O)OCCOc5ccc(C(c6ccc(OCCOC(=O)Nc7ccc8c(c7)C(=O)N(*)C8=O)cc6)(C(F)(F)F)C(F)(F)F)cc5)cc4C3=O)c2)c1,,0.34534828,,,
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc(C(C)(C)c8ccc(Oc9ccc%10c(c9)C(=O)N(*)C%10=O)cc8)cc7)cc6C5=O)cc4)cc3)cc2)cc1,,0.36845813,,,
*CC(*)(C)C(=O)OCC(O)C1CC(C)(c2ccccc2)C1,,0.35190962,,,
*Nc1ccc2ccc3c(N*)c(-c4ccc(C5(c6ccccc6)c6ccccc6-c6ccccc65)cc4)c(-c4ccc(C5(c6ccccc6)c6ccccc6-c6ccccc65)cc4)c4ccc1c2c34,,0.38241769,,,
*Nc1ccc2c(c1)-c1ccccc1-c1cc(N*)ccc1-c1cc(N)ccc1-2,,0.37663236,,,
*c1ccc2oc(-c3cccc(-c4nc5cc(C(*)(c6ccccc6)C(F)(F)F)ccc5o4)c3)nc2c1,,0.43815792,,,
*c1ccc(-c2ccc(-c3nc4cc(Oc5ccc6nc(-c7ccccc7)c(*)nc6c5)ccc4nc3-c3ccccc3)cc2)cc1,,0.42387436,,,
*CC(*)C(N)=O,,0.23763722,,,
*Nc1ccc(C2=CC[C@](N*)(c3ccccc3)C=C2)cc1,,0.343948335,,,
*c1cccc(N2C(=O)c3ccc(P(=O)(c4ccccc4)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,,0.3954689,,,
*CCCCOC(=O)c1cccc(C(=O)O*)c1,,0.33869423,,,
*CCCCOc1ccc(C=C2CCC(=Cc3ccc(OCCCCOP(=O)(O*)OC)c(OC)c3)C2=O)cc1OC,,0.35092765,,,
*OCCCCCCCCCCCOc1ccc2nc(-c3ccc(OCCCCCCCCCCCOC(=O)c4cc(C(*)=O)cc(C(*)=O)c4)cc3)sc2c1,,0.36316614,,,
*c1cccc(C(c2ccccc2)(c2cccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)C(F)(F)F)c1,,0.38438296,,,
*O*CCCCCCCCCC(=O)Oc1ccc(-c2ccc(C(=O)Oc3ccc(C(=O)OC)c(OC(=O)c4ccc(-c5ccc(OC(=O)CCCCCCCCC(*)CO*)cc5)cc4)c3)cc2)cc1,,0.38046147,,,
*c1ccc2c(c1)C(=O)N(c1cccc(S(=O)(=O)c3cccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c1)C2=O,,0.37548521,,,
*CC(*)CC(C)CC,,,0.202,,
*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(C(c3ccccc3)(c3cccc(N4C(=O)c5ccc(*)cc5C4=O)c3)C(F)(F)F)c1)C2=O,,0.38575647,,,
*Cc1cccc(CNC(=O)C=C(C)C(=O)N*)c1,,0.32039136,,,
*Nc1ccc(Cc2ccc(NC(=O)c3cc(NC(=O)CCN4C(=O)c5ccccc5C4=O)cc(C(*)=O)c3)cc2)cc1,,0.33946762,,,
*CC(Cc1ccc(-c2ccccc2)cc1)C[Si](*)(C)C,,0.37356757,,,
*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C#Cc1ccc(C#C[Si](*)(C)C)cc1,,0.46246248,,,
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3cccc(C(F)(F)C(F)(F)C(F)(F)c4cccc(C(*)=O)c4)c3)cc2)cc1,,0.35753446,,,
*c1cc(C(=O)Oc2ccc(-c3ccc(O[Si](C)(C)C(C)(C)C)cc3)cc2)cc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,,0.39199576,,,
*CCC1C(=O)N(CCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)C1*,,0.31483442,,,
*Oc1cc(OC(=O)c2ccc(C(*)=O)cc2)cc(C(=O)OCCN(CC)c2ccc(N=Nc3ccc([N+](=O)[O-])cc3)cc2)c1,,0.35790237,,,
*c1ccc2c(c1)C(=O)N(c1cccc(C(=O)Nc3ccc(Oc4ccc(-c5ccc(Oc6ccc(NC(=O)c7cccc(N8C(=O)c9ccc(C(*)(C(F)(F)F)C(F)(F)F)cc9C8=O)c7)cc6)cc5)cc4)cc3)c1)C2=O,,0.36515817,,,
*CC(=O)Nc1ccc(C2(c3ccc(NC(=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3)c3ccccc3-c3ccccc32)cc1,,0.36284889,,,
*CCCCCCOC(=O)c1cc(OCCCCCCOc2ccc(N=Nc3ccc(C#N)cc3)cc2)cc(C(=O)OCCCCCCN2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,,0.35250141,,,
*C([2H])([2H])C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],,0.38844688,0.199,0.93861698,15.86735299
*C(=O)Oc1ccc(C(c2ccc(OC(=O)c3ccc4c(c3)C(=O)N(c3c(C)cc(-c5cc(C)c(N6C(=O)c7ccc(*)cc7C6=O)c(C)c5)cc3C)C4=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,,0.37721251,,,
*c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(-c5c6c(c(*)c7ccccc57)C(=O)N(c5ccccc5-c5ccccc5)C6=O)cc4)cc3)cc2)cc1,,0.38081371,,,
*C1C2CC(C(=O)OCCc3ccc(N(c4ccccc4)c4ccccc4)cc3)C(C2)C1*,,0.37725216,,,
*Oc1ccc(NC(=O)c2ccc(Oc3ccc(C(C)(C)c4ccc(C(C)(C)c5ccc(Oc6ccc(C(=O)Nc7ccc(*)cc7)cc6)cc5)cc4)cc3)cc2)cc1,,0.36801205,,,
*CC(*)(F)C(C)=O,,0.32677748,,,
*NNc1ccc2ccccc2c1-c1c(NN*)ccc2ccccc12,,0.36169901,,,
*Nc1ccc(/C=C/c2cc(/C=C/c3ccc(N)cc3)cc(/C=C/c3ccc(N*)cc3)c2)cc1,,0.35610463,,,
*Oc1ccc(C2(c3ccc(OC(=O)CCCCCCCCCCC(*)=O)cc3)c3ccccc3-c3ccccc32)cc1,,0.36830388,,,
*Oc1ccc(-c2ccc(Oc3ccc4ccccc4c3-c3c(*)ccc4ccccc34)c3ccccc23)c2ccccc12,,0.39374699,,,
*CCC(=O)NCCCCCCNC(=O)CCS*,,0.3462525,,,
*O[Si](*)(C)CCCOc1ccc(C(=O)OC2CCC3(C)C(=CCC4C3CCC3(C)C(C(C)CCCC(C)C)CCC43)C2)cc1,,0.373350915,,,
*c1ccc(Sc2ccc(Sc3ccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)s2)cc1,,0.37246963,,,
*OC1C(COCO)OC(*)C(O)C1O,,0.29530816,,,
*CCC(*)(C)C,,0.39620363,0.1956666666666666,,
*NCc1ccc(N*)cc1,,0.322561555,,,
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(NC(=O)c4cc(C(=O)Nc5ccc(*)cc5)cc(C(C)(C)C)c4)cc3)cc2)cc1,,0.36687927,,,
*CCCCCc1nc2cc3sc(*)nc3cc2s1,87.36313445,,,,
*Nc1c(N*)c2cccc3ccc4cccc1c4c32,,0.34202194,,,
*CC(*)(C)C(=O)OCCn1c2ccccc2c2ccccc21,,0.35181885,,,
*CCCCCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1,,0.33765741,,,
*Nc1ccc(-c2ccc(N*)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,,0.32787588,,,
*CC(CC)N(*)C(=O)CCCC,,0.37465155,,,
*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(OCCOCCOc3cccc(N4C(=O)c5ccc(*)cc5C4=O)c3)c1)C2=O,,0.34407338,,,
*c1ccc(Oc2cccc(N3C(=O)c4ccc(Oc5ccc6cc(Oc7ccc8c(c7)C(=O)N(*)C8=O)ccc6c5)cc4C3=O)c2)cc1,,0.36778289,,,
*Oc1cccc(C(=O)Nc2ccc(S(=O)(=O)c3ccc(NC(=O)c4cccc(Oc5nc(*)nc(Sc6ccccc6)n5)c4)cc3)cc2)c1,,0.35247357,,,
*c1ccc(C(=O)Nc2ccc(Oc3ccc(Oc4ccc(NC(=O)c5ccc(N6C(=O)c7ccc(-c8cccc9c8C(=O)N(*)C9=O)cc7C6=O)cc5)cc4)cc3)cc2)cc1,178.6163373,,,,
*C(=O)Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5cccc(Oc6ccc(N7C(=O)c8ccc(*)cc8C7=O)cc6)c5)cc3)C4=O)cc2)cc1,,0.35644883,,,
*Nc1ccc(C2(c3ccc(N*)cc3)C[C@H](C)CC(C)(C)C2)cc1,,0.36369292,,,
*c1ccc2c(c1)Sc1cc(-c3ccc(-c4ccc(*)s4)s3)ccc1N2CCCCCC,,0.48499786,,,
*CCOC(=O)CCSCCC(=O)O*,,0.33737751,,,
*Oc1ccc(-c2ccc(Oc3ccc(Oc4ccc(S(=O)(=O)c5ccc(Oc6ccc(*)cc6)cc5)cc4)cc3)c3ccccc23)c2ccccc12,,0.3844144,,,
*Nc1ccc([C@H](CC)c2ccc([C@@](CCC)(c3ccc([C@H](CC)c4ccc(N*)cc4C)cc3)C3CCCCC3)cc2)c(C)c1,,0.38839084,,,
*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CC(C)CCC(*)=O)cc2)C(=O)OC(C)CC)cc1,,0.3483794,,,
*Nc1ccc(C(C)(CC[C@](C)(c2ccc(N*)cc2)c2cccc(N)c2)c2ccc(N)cc2)cc1,,0.36112201,,,
*CC(*)c1ccc(C([Si](C)(C)C)[Si](C)(C)C)cc1,,0.43765265,,,
*c1cc(CC(=O)OCCCCCCCC)c(*)[nH]1,-4.076963699,,,,
*CCCCCCCCCCCCCCCCCCCCOC(=O)CCCCSCCCCC(=O)O*,,,0.322,0.926144559,18.71887364
*C(=O)Nc1ccc(Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(C3CCC(CC5CCC(N6C(=O)c7ccc(*)cc7C6=O)CC5)CC3)C4=O)cc2)cc1,,0.36177897,,,
*c1cccc(-c2nc3cc(-c4ccc5nc(*)c(-c6ccc7ccccc7c6)nc5c4)ccc3nc2-c2ccc3ccccc3c2)c1,,0.42231854,,,
*NC(CCC(=O)OCc1ccccc1)C(*)=O,,0.32872163,,,
*CC(*)C(=O)OCCN(CC)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,,,0.2135,1.12679408,12.43938389
*CCCCCCCCOc1c(OC)cc(/C=C/c2ccc(/C=C/c3cc(OC)c(O*)c(OC)c3)cc2)cc1OC,,0.36086403,,,
*c1cccc(N2C(=O)c3cccc(Oc4c(C)cc(Cc5cc(C)c(Oc6cccc7c6C(=O)N(*)C7=O)c(C)c5)cc4C)c3C2=O)c1,,0.38564585,,,
*c1ccc(Oc2ccc(-c3ccc(Oc4ccc(N5C(=O)c6cccc(Oc7c(C)cc(-c8cc(C)c(Oc9cccc%10c9C(=O)N(*)C%10=O)c(C)c8)cc7C)c6C5=O)cc4)cc3)cc2)cc1,,0.37366019,,,
*CC(*)(C)C(=O)OC1COC(CP(=O)(OCC)OCC)OC1,,0.34922258,,,
*C(=O)NCCN(CCNC(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O)c1ccc(C=Cc2ccc([N+](=O)[O-])cc2)cc1,,0.34863371,,,
*OC(*)C,,0.3634429,,,
*Nc1ccc(-c2ccc3c(c2-c2ccc(N*)cc2)Cc2ccccc2-3)cc1,,0.35793265,,,
*CC(C)(CCC)C(=O)O*,,0.36777777,,,
*c1ccc(Cc2ccc(N3C(=O)c4ccc([Si](C)(C)O[Si](C)(C)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,,0.38469453,,,
*CC(*)(C)C(=O)OCCCCCC(=O)Oc1ccc(OC(=O)c2ccc(OCC)cc2)cc1,,0.34042214,,,
*Nc1ccc(Cc2ccc(NC(=O)c3cc(NC(=O)c4ccncc4)cc(C(*)=O)c3)cc2)cc1,,0.34502809,,,
*c1ccc(Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2Br)c(Br)c1,,0.40757312,,,
*/C=C/CCCCCCCCCC(CCCCCCCCC*)COCCOCCOCCOCCOCCCCCCCCCCCCCC,,,0.332,,
*Oc1c(C)cc(-c2cc(C)c(OC(=O)CCCCCC(*)=O)c(C)c2)cc1C,,0.36806189,,,
*CCC(=O)O*,,0.3077545,,,
*Oc1cccc2c(OC(=O)c3ccc(Oc4ccc(C(*)=O)cc4)cc3)cccc12,,0.35298988,,,
*Oc1ccc(C(=O)c2ccc(OC(=O)OC3C(C)(C)C(OC(*)=O)C3(C)C)cc2)cc1,,0.35694077,,,
*Nc1ccc(-c2ccccc2)c(-c2c(CC)cccc2CC)c1N*,,0.3607122,,,
*OC(C)COC(*)=O,,0.32644555,,,
*Oc1ccc(Oc2ccc(C(=O)c3ccccc3-c3ccccc3C(=O)c3ccc(*)cc3)cc2)cc1,,0.37522129,0.2205,1.125774179,17.8866103
*Nc1cc2c(cc1N*)C(C[C@H](CC)CCCC)(C[C@H](CC)CCCC)c1cc(N)c(N)cc1-2,,0.35441352,,,
*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)COCC(*)=O)cc2)C(=O)OC)cc1,,0.33150539,,,
*c1nnc(-c2cc(CCCCCCCC)c(-c3ccc(-c4sc(-c5nnc(-c6cc(OCCCCCCCC)c(*)cc6OCCCCCCCC)o5)cc4CCCCCCCC)s3)s2)o1,,0.41155198,,,
*CC(*)(C)C(=O)NC(C)c1cccc2ccccc12,,0.35801124,,,
*Nc1cccc(-c2cc(-c3ccc(C)cc3)c(-c3ccc(C)cc3)c(-c3ccc(C)cc3)c2-c2ccc(C)cc2)c1N*,,0.37998545,,,
*OP(=O)(Oc1ccc(-c2ccc(*)cc2)cc1)OC1CCCCC1,,0.36429244,,,
*CC(*)c1ccc([Si](C)(C)O[Si](C)(C)O[Si](C)(C)C)cc1,,0.45056995,,,
*c1cccc(C(F)(F)C(F)(F)C(*)(F)F)c1,,0.35942273,,,
*CCCN(*)C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,0.3285942,,,
*CC(*)OC(=O)c1ccc(Br)cc1,,0.38128079,,,
*C=C1CCCC(=Cc2ccc(-c3cc(OCCCCCC)c(-c4ccc(*)cc4)cc3OCCCCCC)cc2)C1=O,,0.3857122,,,
*CC(*)C(=O)Oc1ccccc1C(=O)OC,,0.33186429,,,
*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8c(C)cc(C(C)(C)c9cc(C)c(Oc%10ccc%11c(c%10)C(=O)N(*)C%11=O)c(C)c9)cc8C)cc7C6=O)cc5)cc4)CC4CC3C3CCCC43)cc2)cc1,,0.39469659,,,
*C=Cc1ccc(C=Cc2cc(*)ncn2)cc1,84.80053451,,,,
*NC1=CC[C@H](C(c2ccc(N)cc2)(c2ccc(N)cc2)c2ccc(N*)cc2)C=C1,,0.35960608,,,
